Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-09-04,15.47,15.5575,15.47,15.5575,58428
2024-09-05,15.5425,15.5425,15.3375,15.3375,179509
2024-09-06,15.3025,15.3025,14.63,14.63,426152
2024-09-09,14.5825,14.5825,13.655,13.655,301292
2024-09-10,13.81,13.81,13.1525,13.1525,55314
2024-09-11,13.1475,13.1475,12.03,12.03,1353026
2024-09-12,12.035,12.035,11.695,11.695,79616
2024-09-13,11.7775,11.7775,11.7375,11.7375,78974
2024-09-16,11.815,11.815,11.285,11.285,356344
2024-09-17,11.3875,11.9075,11.3875,11.9075,42684
2024-09-18,12.24,12.62,12.24,12.62,334008
2024-09-19,13.1375,13.1375,12.9175,12.9175,211377
2024-09-20,12.85,12.85,12.235,12.235,75246
2024-09-23,12.1075,12.1075,12.065,12.065,921091
2024-09-24,12.45,12.45,11.9625,11.9625,215217
2024-09-25,11.63,11.63,11.405,11.405,1177963
2024-09-26,9.9875,9.9875,9.9085,9.9085,727596
2024-09-27,10,10.425,10,10.425,266360
2024-09-30,10.675,10.675,10.2115,10.2115,382655
2024-10-01,10.1725,10.27,10.1725,10.27,81430
2024-10-02,10.3425,10.3525,10.3425,10.3525,72848
2024-10-03,10.3025,10.5875,10.3025,10.5875,73059
2024-10-04,10.675,14.1225,10.675,14.1225,229534
2024-10-07,14.24,14.24,13.7825,13.7825,631022
2024-10-08,13.7025,13.7025,13.1525,13.1525,922386
2024-10-09,13.01,13.1625,13.01,13.1625,72883
2024-10-10,13,13.1275,13,13.1275,29319
2024-10-11,13.095,13.095,12.9825,12.9825,43076
2024-10-14,13.1225,13.445,13.1225,13.445,545208
2024-10-15,13.5925,13.5925,13.3675,13.3675,25419
2024-10-16,13.1075,13.1225,13.1075,13.1225,23209
2024-10-17,13.075,13.7625,13.075,13.7625,228369
2024-10-18,13.9025,13.9025,13.3025,13.3025,128196
2024-10-21,13.26,13.5025,13.26,13.5025,33251
2024-10-22,13.4,13.815,13.4,13.815,367015
2024-10-23,13.685,13.7675,13.685,13.7675,15316
2024-10-24,13.7725,13.7725,13.5775,13.5775,15254
2024-10-25,13.5025,13.5925,13.5025,13.5925,534016
2024-10-28,13.8,13.8,13.5025,13.5025,32749
2024-10-29,13.635,13.9325,13.635,13.9325,40326
2024-10-30,13.82,13.82,13.48,13.48,875018
2024-10-31,13.3025,13.465,13.3025,13.465,55786
2024-11-01,13.7025,14.1425,13.7025,14.1425,375011
2024-11-04,14,14,13.6,13.6,29646
2024-11-05,13.5025,13.5025,13.5025,13.5025,163968
2024-11-06,13.5025,13.5025,13.3875,13.3875,19548
2024-11-07,13.8,13.8,13.495,13.495,71832
2024-11-08,13.5025,13.5275,13.5025,13.5275,216528
2024-11-11,13.5075,13.5125,13.5075,13.5125,34398
2024-11-12,13.48,13.48,13.3275,13.3275,31979
2024-11-13,13.5175,13.5175,13.5025,13.5025,41505
2024-11-14,13.49,13.5025,13.49,13.5025,33593
2024-11-15,13.3575,13.415,13.3575,13.415,697972
2024-11-18,13.3675,13.3675,13.3325,13.3325,20282
2024-11-19,13.28,13.3225,13.28,13.3225,13286
2024-11-20,13.3025,13.3025,12.9925,12.9925,77968
2024-11-21,13,13,12.5725,12.5725,27341
2024-11-22,12.6,12.67,12.6,12.67,46307
2024-11-25,12.5575,12.885,12.5575,12.885,26442
2024-11-26,12.7075,12.7075,12.46,12.46,53276
2024-11-27,12.295,12.295,12.03,12.03,336107
2024-11-28,11.9475,12.255,11.9475,12.255,743276
2024-11-29,12.275,12.5225,12.275,12.5225,63657
2024-12-02,12.1025,12.1025,11.64,11.64,73959
2024-12-03,11.5675,11.7375,11.5675,11.7375,61425
2024-12-04,11.65,11.7025,11.65,11.7025,378826
2024-12-05,11.8,11.835,11.8,11.835,336984
2024-12-06,11.68,13.3675,11.68,13.3675,49503
2024-12-09,13.5475,13.5475,13.235,13.235,15704
2024-12-10,13.3225,13.3225,13.245,13.245,16778
2024-12-11,13.1725,13.1725,12.685,12.685,36550
2024-12-12,12.5025,12.5025,12.445,12.445,9318
2024-12-13,12.3375,12.3375,12.1325,12.1325,14078
2024-12-16,12.1425,12.5625,12.1425,12.5625,10551
2024-12-17,12.25,12.5075,12.25,12.5075,33965
2024-12-18,12.05,12.3325,12.05,12.3325,11188
2024-12-19,12.1475,12.5375,12.1475,12.5375,9352
2024-12-20,12.485,12.485,12.3575,12.3575,25747
2024-12-23,12.3325,12.7175,12.3325,12.7175,467397
2024-12-24,12.64,12.64,12.5075,12.5075,3051
2024-12-27,12.3025,12.8,12.3025,12.8,15336
2024-12-30,12.9175,12.9925,12.9175,12.9925,8203
2024-12-31,12.9925,12.9925,12.9375,12.9375,2386
2025-01-02,12.9025,12.9025,12.84,12.84,22631
2025-01-03,12.885,12.885,12.675,12.675,881124
2025-01-06,12.665,12.9075,12.665,12.9075,6133
2025-01-07,12.8,12.9225,12.8,12.9225,23158
2025-01-08,12.9375,12.9375,12.46,12.46,9190
2025-01-09,12.3475,12.3675,12.3475,12.3675,14845
2025-01-10,11.5825,12.3575,11.5825,12.3575,97405
2025-01-13,11.9025,11.9525,11.9025,11.9525,16804
2025-01-14,11.7225,11.7225,11.63,11.63,28892
2025-01-15,11.86,12.255,11.86,12.255,123073
2025-01-16,11.9275,11.9275,11.63,11.63,14338
2025-01-17,11.675,11.7125,11.675,11.7125,109594
2025-01-20,11.7325,11.7325,11.5425,11.5425,14971
2025-01-21,11.425,11.425,11.23,11.23,10204
2025-01-22,11.3025,11.3025,11.205,11.205,21215
2025-01-23,11.1075,11.1475,11.1075,11.1475,16267
2025-01-24,11.25,11.835,11.25,11.835,88094
2025-01-27,11.9325,11.9325,11.825,11.825,41153
2025-01-28,11.9425,11.9425,11.7325,11.7325,44087
2025-01-29,11.66,11.66,11.425,11.425,378828
2025-01-30,11.69,11.69,11.1525,11.1525,224240
2025-01-31,11.205,11.205,11.1775,11.1775,16276
2025-02-03,11.055,11.055,10.9675,10.9675,52477
2025-02-04,10.9025,11.01,10.9025,11.01,30431
2025-02-05,11.05,11.05,10.9325,10.9325,15924
2025-02-06,11.02,11.1275,11.02,11.1275,15842
2025-02-07,11.2,11.2,11.02,11.02,17828
2025-02-10,11.2,11.2,10.9475,10.9475,166495
2025-02-11,10.9075,10.9075,10.805,10.805,17466
2025-02-12,10.9875,10.9875,10.855,10.855,39703
2025-02-13,11.045,11.085,11.045,11.085,294006
2025-02-14,11.3075,11.3075,11.3075,11.3075,37332
2025-02-17,11.1725,11.1725,11.1125,11.1125,27053
2025-02-18,11.1025,11.23,11.1025,11.23,36808
2025-02-19,11.245,11.245,11.055,11.055,89139
2025-02-20,11.215,11.5725,11.215,11.5725,45277
2025-02-21,11.485,11.5925,11.485,11.5925,93600
2025-02-24,11.685,11.82,11.685,11.82,79885
2025-02-25,11.9925,12.225,11.9925,12.225,62395
2025-02-26,12.3925,12.3925,12.1875,12.1875,19908
2025-02-27,12.01,12.3725,12.01,12.3725,13501
2025-02-28,12.42,12.42,12.1475,12.1475,35140
2025-03-03,12.1675,12.455,12.1675,12.455,19766
2025-03-04,12.2,12.2,12.1425,12.1425,35228
2025-03-05,12.245,12.7625,12.245,12.7625,17187
2025-03-06,12.7925,13.5625,12.7925,13.5625,56004
2025-03-07,13.5325,13.685,13.5325,13.685,385267
2025-03-10,13.5875,13.5875,13.405,13.405,940196
